INTKEY,STRINGKEY,INTNUM,STRINGNUM,FLOATNUM,LONGNUM,DOUBLENUM,BYTENUM,DATEVALUE,TIMEVALUE,TIMESTAMPVALUE,BOOLEANVALUE,CHARVALUE,SHORTVALUE,BIGINTEGERVALUE,BIGDECIMALVALUE,objectvalue
321,"321",-4678,NULL,-4678,-4678,-4678,61,"2000-11-17 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:05:21.0",0,"1",-32447,-4678,-4678,"-4678"
322,"322",-4677,"-4677",NULL,-4677,-4677,60,"2000-11-18 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:05:22.0",1,"0",-32446,-4677,-4677,"-4677"
323,"323",-4676,"-4676",-4676,NULL,-4676,59,"2000-11-19 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:05:23.0",0,"1",-32445,-4676,-4676,"-4676"
324,"324",-4675,"-4675",-4675,-4675,NULL,58,"2000-11-20 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:05:24.0",1,"0",-32444,-4675,-4675,"-4675"
325,"325",-4674,"-4674",-4674,-4674,-4674,NULL,"2000-11-21 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:05:25.0",0,"1",-32443,-4674,-4674,"-4674"
0,"0",NULL,"-4999",-4999,-4999,-4999,-128,"2000-01-01 00:00:00.0","1970-01-01 00:00:00.0","2000-01-01 00:00:00.0",1,"0",-32768,-4999,-4999,"-4999"
1,"1",-4998,NULL,-4998,-4998,-4998,-127,"2000-01-02 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:00:01.0",0,"1",-32767,-4998,-4998,"-4998"
2,"2",-4997,"-4997",NULL,-4997,-4997,-126,"2000-01-03 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:00:02.0",1,"0",-32766,-4997,-4997,"-4997"
3,"3",-4996,"-4996",-4996,NULL,-4996,-125,"2000-01-04 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:00:03.0",0,"1",-32765,-4996,-4996,"-4996"
4,"4",-4995,"-4995",-4995,-4995,NULL,-124,"2000-01-05 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:00:04.0",1,"0",-32764,-4995,-4995,"-4995"
5,"5",-4994,"-4994",-4994,-4994,-4994,NULL,"2000-01-06 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:00:05.0",0,"1",-32763,-4994,-4994,"-4994"
6,"6",-4993,"-4993",-4993,-4993,-4993,-122,NULL,"1970-01-01 06:00:00.0","2000-01-01 00:00:06.0",1,"0",-32762,-4993,-4993,"-4993"
7,"7",-4992,"-4992",-4992,-4992,-4992,-121,"2000-01-08 00:00:00.0",NULL,"2000-01-01 00:00:07.0",0,"1",-32761,-4992,-4992,"-4992"
8,"8",-4991,"-4991",-4991,-4991,-4991,-120,"2000-01-09 00:00:00.0","1970-01-01 08:00:00.0",NULL,1,"0",-32760,-4991,-4991,"-4991"
9,"9",-4990,"-4990",-4990,-4990,-4990,-119,"2000-01-10 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:00:09.0",0,"1",-32759,-4990,-4990,"-4990"
10,"10",-4989,"-4989",-4989,-4989,-4989,-118,"2000-01-11 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:00:10.0",1,NULL,-32758,-4989,-4989,"-4989"
11,"11",-4988,"-4988",-4988,-4988,-4988,-117,"2000-01-12 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:00:11.0",0,"1",NULL,-4988,-4988,"-4988"
12,"12",-4987,"-4987",-4987,-4987,-4987,-116,"2000-01-13 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:00:12.0",1,"0",-32756,NULL,-4987,"-4987"
13,"13",-4986,"-4986",-4986,-4986,-4986,-115,"2000-01-14 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:00:13.0",0,"1",-32755,-4986,NULL,"-4986"
14,"14",-4985,"-4985",-4985,-4985,-4985,-114,"2000-01-15 00:00:00.0","1970-01-01 14:00:00.0","2000-01-01 00:00:14.0",1,"0",-32754,-4985,-4985,NULL
15,"15",-4984,"-4984",-4984,-4984,-4984,-113,"2000-01-16 00:00:00.0","1970-01-01 15:00:00.0","2000-01-01 00:00:15.0",0,"1",-32753,-4984,-4984,"-4984"
16,"16",NULL,"-4983",-4983,-4983,-4983,-112,"2000-01-17 00:00:00.0","1970-01-01 16:00:00.0","2000-01-01 00:00:16.0",1,"0",-32752,-4983,-4983,"-4983"
17,"17",-4982,NULL,-4982,-4982,-4982,-111,"2000-01-18 00:00:00.0","1970-01-01 17:00:00.0","2000-01-01 00:00:17.0",0,"1",-32751,-4982,-4982,"-4982"
18,"18",-4981,"-4981",NULL,-4981,-4981,-110,"2000-01-19 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:00:18.0",1,"0",-32750,-4981,-4981,"-4981"
19,"19",-4980,"-4980",-4980,NULL,-4980,-109,"2000-01-20 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:00:19.0",0,"1",-32749,-4980,-4980,"-4980"
20,"20",-4979,"-4979",-4979,-4979,NULL,-108,"2000-01-21 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:00:20.0",1,"0",-32748,-4979,-4979,"-4979"
21,"21",-4978,"-4978",-4978,-4978,-4978,NULL,"2000-01-22 00:00:00.0","1970-01-01 21:00:00.0","2000-01-01 00:00:21.0",0,"1",-32747,-4978,-4978,"-4978"
22,"22",-4977,"-4977",-4977,-4977,-4977,-106,NULL,"1970-01-01 22:00:00.0","2000-01-01 00:00:22.0",1,"0",-32746,-4977,-4977,"-4977"
23,"23",-4976,"-4976",-4976,-4976,-4976,-105,"2000-01-24 00:00:00.0",NULL,"2000-01-01 00:00:23.0",0,"1",-32745,-4976,-4976,"-4976"
24,"24",-4975,"-4975",-4975,-4975,-4975,-104,"2000-01-25 00:00:00.0","1970-01-01 00:00:00.0",NULL,1,"0",-32744,-4975,-4975,"-4975"
25,"25",-4974,"-4974",-4974,-4974,-4974,-103,"2000-01-26 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:00:25.0",0,"1",-32743,-4974,-4974,"-4974"
26,"26",-4973,"-4973",-4973,-4973,-4973,-102,"2000-01-27 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:00:26.0",1,NULL,-32742,-4973,-4973,"-4973"
27,"27",-4972,"-4972",-4972,-4972,-4972,-101,"2000-01-28 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:00:27.0",0,"1",NULL,-4972,-4972,"-4972"
28,"28",-4971,"-4971",-4971,-4971,-4971,-100,"2000-01-29 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:00:28.0",1,"0",-32740,NULL,-4971,"-4971"
29,"29",-4970,"-4970",-4970,-4970,-4970,-99,"2000-01-30 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:00:29.0",0,"1",-32739,-4970,NULL,"-4970"
30,"30",-4969,"-4969",-4969,-4969,-4969,-98,"2000-01-31 00:00:00.0","1970-01-01 06:00:00.0","2000-01-01 00:00:30.0",1,"0",-32738,-4969,-4969,NULL
31,"31",-4968,"-4968",-4968,-4968,-4968,-97,"2000-02-01 00:00:00.0","1970-01-01 07:00:00.0","2000-01-01 00:00:31.0",0,"1",-32737,-4968,-4968,"-4968"
32,"32",NULL,"-4967",-4967,-4967,-4967,-96,"2000-02-02 00:00:00.0","1970-01-01 08:00:00.0","2000-01-01 00:00:32.0",1,"0",-32736,-4967,-4967,"-4967"
33,"33",-4966,NULL,-4966,-4966,-4966,-95,"2000-02-03 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:00:33.0",0,"1",-32735,-4966,-4966,"-4966"
34,"34",-4965,"-4965",NULL,-4965,-4965,-94,"2000-02-04 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:00:34.0",1,"0",-32734,-4965,-4965,"-4965"
35,"35",-4964,"-4964",-4964,NULL,-4964,-93,"2000-02-05 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:00:35.0",0,"1",-32733,-4964,-4964,"-4964"
36,"36",-4963,"-4963",-4963,-4963,NULL,-92,"2000-02-06 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:00:36.0",1,"0",-32732,-4963,-4963,"-4963"
37,"37",-4962,"-4962",-4962,-4962,-4962,NULL,"2000-02-07 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:00:37.0",0,"1",-32731,-4962,-4962,"-4962"
38,"38",-4961,"-4961",-4961,-4961,-4961,-90,NULL,"1970-01-01 14:00:00.0","2000-01-01 00:00:38.0",1,"0",-32730,-4961,-4961,"-4961"
39,"39",-4960,"-4960",-4960,-4960,-4960,-89,"2000-02-09 00:00:00.0",NULL,"2000-01-01 00:00:39.0",0,"1",-32729,-4960,-4960,"-4960"
40,"40",-4959,"-4959",-4959,-4959,-4959,-88,"2000-02-10 00:00:00.0","1970-01-01 16:00:00.0",NULL,1,"0",-32728,-4959,-4959,"-4959"
41,"41",-4958,"-4958",-4958,-4958,-4958,-87,"2000-02-11 00:00:00.0","1970-01-01 17:00:00.0","2000-01-01 00:00:41.0",0,"1",-32727,-4958,-4958,"-4958"
42,"42",-4957,"-4957",-4957,-4957,-4957,-86,"2000-02-12 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:00:42.0",1,NULL,-32726,-4957,-4957,"-4957"
43,"43",-4956,"-4956",-4956,-4956,-4956,-85,"2000-02-13 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:00:43.0",0,"1",NULL,-4956,-4956,"-4956"
44,"44",-4955,"-4955",-4955,-4955,-4955,-84,"2000-02-14 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:00:44.0",1,"0",-32724,NULL,-4955,"-4955"
45,"45",-4954,"-4954",-4954,-4954,-4954,-83,"2000-02-15 00:00:00.0","1970-01-01 21:00:00.0","2000-01-01 00:00:45.0",0,"1",-32723,-4954,NULL,"-4954"
46,"46",-4953,"-4953",-4953,-4953,-4953,-82,"2000-02-16 00:00:00.0","1970-01-01 22:00:00.0","2000-01-01 00:00:46.0",1,"0",-32722,-4953,-4953,NULL
47,"47",-4952,"-4952",-4952,-4952,-4952,-81,"2000-02-17 00:00:00.0","1970-01-01 23:00:00.0","2000-01-01 00:00:47.0",0,"1",-32721,-4952,-4952,"-4952"
48,"48",NULL,"-4951",-4951,-4951,-4951,-80,"2000-02-18 00:00:00.0","1970-01-01 00:00:00.0","2000-01-01 00:00:48.0",1,"0",-32720,-4951,-4951,"-4951"
49,"49",-4950,NULL,-4950,-4950,-4950,-79,"2000-02-19 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:00:49.0",0,"1",-32719,-4950,-4950,"-4950"
50,"50",-4949,"-4949",NULL,-4949,-4949,-78,"2000-02-20 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:00:50.0",1,"0",-32718,-4949,-4949,"-4949"
51,"51",-4948,"-4948",-4948,NULL,-4948,-77,"2000-02-21 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:00:51.0",0,"1",-32717,-4948,-4948,"-4948"
52,"52",-4947,"-4947",-4947,-4947,NULL,-76,"2000-02-22 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:00:52.0",1,"0",-32716,-4947,-4947,"-4947"
53,"53",-4946,"-4946",-4946,-4946,-4946,NULL,"2000-02-23 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:00:53.0",0,"1",-32715,-4946,-4946,"-4946"
54,"54",-4945,"-4945",-4945,-4945,-4945,-74,NULL,"1970-01-01 06:00:00.0","2000-01-01 00:00:54.0",1,"0",-32714,-4945,-4945,"-4945"
55,"55",-4944,"-4944",-4944,-4944,-4944,-73,"2000-02-25 00:00:00.0",NULL,"2000-01-01 00:00:55.0",0,"1",-32713,-4944,-4944,"-4944"
56,"56",-4943,"-4943",-4943,-4943,-4943,-72,"2000-02-26 00:00:00.0","1970-01-01 08:00:00.0",NULL,1,"0",-32712,-4943,-4943,"-4943"
57,"57",-4942,"-4942",-4942,-4942,-4942,-71,"2000-02-27 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:00:57.0",0,"1",-32711,-4942,-4942,"-4942"
58,"58",-4941,"-4941",-4941,-4941,-4941,-70,"2000-02-28 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:00:58.0",1,NULL,-32710,-4941,-4941,"-4941"
59,"59",-4940,"-4940",-4940,-4940,-4940,-69,"2000-02-29 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:00:59.0",0,"1",NULL,-4940,-4940,"-4940"
60,"60",-4939,"-4939",-4939,-4939,-4939,-68,"2000-03-01 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:01:00.0",1,"0",-32708,NULL,-4939,"-4939"
61,"61",-4938,"-4938",-4938,-4938,-4938,-67,"2000-03-02 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:01:01.0",0,"1",-32707,-4938,NULL,"-4938"
62,"62",-4937,"-4937",-4937,-4937,-4937,-66,"2000-03-03 00:00:00.0","1970-01-01 14:00:00.0","2000-01-01 00:01:02.0",1,"0",-32706,-4937,-4937,NULL
