INTKEY,STRINGKEY,INTNUM,STRINGNUM,FLOATNUM,LONGNUM,DOUBLENUM,BYTENUM,DATEVALUE,TIMEVALUE,TIMESTAMPVALUE,BOOLEANVALUE,CHARVALUE,SHORTVALUE,BIGINTEGERVALUE,BIGDECIMALVALUE,objectvalue
282,"282",-217,"-217",-217,-217,-217,100,"2000-10-09 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:04:42.0",1,NULL,-32486,-217,-217,"-217"
283,"283",-216,"-216",-216,-216,-216,99,"2000-10-10 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:04:43.0",0,"1",NULL,-216,-216,"-216"
284,"284",-215,"-215",-215,-215,-215,98,"2000-10-11 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:04:44.0",1,"0",-32484,NULL,-215,"-215"
285,"285",-214,"-214",-214,-214,-214,97,"2000-10-12 00:00:00.0","1970-01-01 21:00:00.0","2000-01-01 00:04:45.0",0,"1",-32483,-214,NULL,"-214"
286,"286",-213,"-213",-213,-213,-213,96,"2000-10-13 00:00:00.0","1970-01-01 22:00:00.0","2000-01-01 00:04:46.0",1,"0",-32482,-213,-213,NULL
287,"287",-212,"-212",-212,-212,-212,95,"2000-10-14 00:00:00.0","1970-01-01 23:00:00.0","2000-01-01 00:04:47.0",0,"1",-32481,-212,-212,"-212"
288,"288",NULL,"-211",-211,-211,-211,94,"2000-10-15 00:00:00.0","1970-01-01 00:00:00.0","2000-01-01 00:04:48.0",1,"0",-32480,-211,-211,"-211"
289,"289",-210,NULL,-210,-210,-210,93,"2000-10-16 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:04:49.0",0,"1",-32479,-210,-210,"-210"
290,"290",-209,"-209",NULL,-209,-209,92,"2000-10-17 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:04:50.0",1,"0",-32478,-209,-209,"-209"
291,"291",-208,"-208",-208,NULL,-208,91,"2000-10-18 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:04:51.0",0,"1",-32477,-208,-208,"-208"
292,"292",-207,"-207",-207,-207,NULL,90,"2000-10-19 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:04:52.0",1,"0",-32476,-207,-207,"-207"
293,"293",-206,"-206",-206,-206,-206,NULL,"2000-10-20 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:04:53.0",0,"1",-32475,-206,-206,"-206"
294,"294",-205,"-205",-205,-205,-205,88,NULL,"1970-01-01 06:00:00.0","2000-01-01 00:04:54.0",1,"0",-32474,-205,-205,"-205"
295,"295",-204,"-204",-204,-204,-204,87,"2000-10-22 00:00:00.0",NULL,"2000-01-01 00:04:55.0",0,"1",-32473,-204,-204,"-204"
296,"296",-203,"-203",-203,-203,-203,86,"2000-10-23 00:00:00.0","1970-01-01 08:00:00.0",NULL,1,"0",-32472,-203,-203,"-203"
297,"297",-202,"-202",-202,-202,-202,85,"2000-10-24 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:04:57.0",0,"1",-32471,-202,-202,"-202"
298,"298",-201,"-201",-201,-201,-201,84,"2000-10-25 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:04:58.0",1,NULL,-32470,-201,-201,"-201"
299,"299",-200,"-200",-200,-200,-200,83,"2000-10-26 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:04:59.0",0,"1",NULL,-200,-200,"-200"
300,"300",-199,"-199",-199,-199,-199,82,"2000-10-27 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:05:00.0",1,"0",-32468,NULL,-199,"-199"
301,"301",-198,"-198",-198,-198,-198,81,"2000-10-28 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:05:01.0",0,"1",-32467,-198,NULL,"-198"
302,"302",-197,"-197",-197,-197,-197,80,"2000-10-29 00:00:00.0","1970-01-01 14:00:00.0","2000-01-01 00:05:02.0",1,"0",-32466,-197,-197,NULL
303,"303",-196,"-196",-196,-196,-196,79,"2000-10-30 00:00:00.0","1970-01-01 15:00:00.0","2000-01-01 00:05:03.0",0,"1",-32465,-196,-196,"-196"
304,"304",NULL,"-195",-195,-195,-195,78,"2000-10-31 00:00:00.0","1970-01-01 16:00:00.0","2000-01-01 00:05:04.0",1,"0",-32464,-195,-195,"-195"
305,"305",-194,NULL,-194,-194,-194,77,"2000-11-01 00:00:00.0","1970-01-01 17:00:00.0","2000-01-01 00:05:05.0",0,"1",-32463,-194,-194,"-194"
306,"306",-193,"-193",NULL,-193,-193,76,"2000-11-02 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:05:06.0",1,"0",-32462,-193,-193,"-193"
307,"307",-192,"-192",-192,NULL,-192,75,"2000-11-03 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:05:07.0",0,"1",-32461,-192,-192,"-192"
308,"308",-191,"-191",-191,-191,NULL,74,"2000-11-04 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:05:08.0",1,"0",-32460,-191,-191,"-191"
309,"309",-190,"-190",-190,-190,-190,NULL,"2000-11-05 00:00:00.0","1970-01-01 21:00:00.0","2000-01-01 00:05:09.0",0,"1",-32459,-190,-190,"-190"
310,"310",-189,"-189",-189,-189,-189,72,NULL,"1970-01-01 22:00:00.0","2000-01-01 00:05:10.0",1,"0",-32458,-189,-189,"-189"
311,"311",-188,"-188",-188,-188,-188,71,"2000-11-07 00:00:00.0",NULL,"2000-01-01 00:05:11.0",0,"1",-32457,-188,-188,"-188"
312,"312",-187,"-187",-187,-187,-187,70,"2000-11-08 00:00:00.0","1970-01-01 00:00:00.0",NULL,1,"0",-32456,-187,-187,"-187"
313,"313",-186,"-186",-186,-186,-186,69,"2000-11-09 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:05:13.0",0,"1",-32455,-186,-186,"-186"
314,"314",-185,"-185",-185,-185,-185,68,"2000-11-10 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:05:14.0",1,NULL,-32454,-185,-185,"-185"
315,"315",-184,"-184",-184,-184,-184,67,"2000-11-11 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:05:15.0",0,"1",NULL,-184,-184,"-184"
316,"316",-183,"-183",-183,-183,-183,66,"2000-11-12 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:05:16.0",1,"0",-32452,NULL,-183,"-183"
317,"317",-182,"-182",-182,-182,-182,65,"2000-11-13 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:05:17.0",0,"1",-32451,-182,NULL,"-182"
318,"318",-181,"-181",-181,-181,-181,64,"2000-11-14 00:00:00.0","1970-01-01 06:00:00.0","2000-01-01 00:05:18.0",1,"0",-32450,-181,-181,NULL
319,"319",-180,"-180",-180,-180,-180,63,"2000-11-15 00:00:00.0","1970-01-01 07:00:00.0","2000-01-01 00:05:19.0",0,"1",-32449,-180,-180,"-180"
320,"320",NULL,"-179",-179,-179,-179,62,"2000-11-16 00:00:00.0","1970-01-01 08:00:00.0","2000-01-01 00:05:20.0",1,"0",-32448,-179,-179,"-179"
321,"321",-178,NULL,-178,-178,-178,61,"2000-11-17 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:05:21.0",0,"1",-32447,-178,-178,"-178"
322,"322",-177,"-177",NULL,-177,-177,60,"2000-11-18 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:05:22.0",1,"0",-32446,-177,-177,"-177"
323,"323",-176,"-176",-176,NULL,-176,59,"2000-11-19 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:05:23.0",0,"1",-32445,-176,-176,"-176"
324,"324",-175,"-175",-175,-175,NULL,58,"2000-11-20 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:05:24.0",1,"0",-32444,-175,-175,"-175"
325,"325",-174,"-174",-174,-174,-174,NULL,"2000-11-21 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:05:25.0",0,"1",-32443,-174,-174,"-174"
326,"326",-173,"-173",-173,-173,-173,56,NULL,"1970-01-01 14:00:00.0","2000-01-01 00:05:26.0",1,"0",-32442,-173,-173,"-173"
327,"327",-172,"-172",-172,-172,-172,55,"2000-11-23 00:00:00.0",NULL,"2000-01-01 00:05:27.0",0,"1",-32441,-172,-172,"-172"
328,"328",-171,"-171",-171,-171,-171,54,"2000-11-24 00:00:00.0","1970-01-01 16:00:00.0",NULL,1,"0",-32440,-171,-171,"-171"
329,"329",-170,"-170",-170,-170,-170,53,"2000-11-25 00:00:00.0","1970-01-01 17:00:00.0","2000-01-01 00:05:29.0",0,"1",-32439,-170,-170,"-170"
330,"330",-169,"-169",-169,-169,-169,52,"2000-11-26 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:05:30.0",1,NULL,-32438,-169,-169,"-169"
331,"331",-168,"-168",-168,-168,-168,51,"2000-11-27 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:05:31.0",0,"1",NULL,-168,-168,"-168"
332,"332",-167,"-167",-167,-167,-167,50,"2000-11-28 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:05:32.0",1,"0",-32436,NULL,-167,"-167"
0,"0",NULL,"-499",-499,-499,-499,-128,"2000-01-01 00:00:00.0","1970-01-01 00:00:00.0","2000-01-01 00:00:00.0",1,"0",-32768,-499,-499,"-499"
1,"1",-498,NULL,-498,-498,-498,-127,"2000-01-02 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:00:01.0",0,"1",-32767,-498,-498,"-498"
2,"2",-497,"-497",NULL,-497,-497,-126,"2000-01-03 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:00:02.0",1,"0",-32766,-497,-497,"-497"
3,"3",-496,"-496",-496,NULL,-496,-125,"2000-01-04 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:00:03.0",0,"1",-32765,-496,-496,"-496"
4,"4",-495,"-495",-495,-495,NULL,-124,"2000-01-05 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:00:04.0",1,"0",-32764,-495,-495,"-495"
5,"5",-494,"-494",-494,-494,-494,NULL,"2000-01-06 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:00:05.0",0,"1",-32763,-494,-494,"-494"
6,"6",-493,"-493",-493,-493,-493,-122,NULL,"1970-01-01 06:00:00.0","2000-01-01 00:00:06.0",1,"0",-32762,-493,-493,"-493"
7,"7",-492,"-492",-492,-492,-492,-121,"2000-01-08 00:00:00.0",NULL,"2000-01-01 00:00:07.0",0,"1",-32761,-492,-492,"-492"
8,"8",-491,"-491",-491,-491,-491,-120,"2000-01-09 00:00:00.0","1970-01-01 08:00:00.0",NULL,1,"0",-32760,-491,-491,"-491"
9,"9",-490,"-490",-490,-490,-490,-119,"2000-01-10 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:00:09.0",0,"1",-32759,-490,-490,"-490"
10,"10",-489,"-489",-489,-489,-489,-118,"2000-01-11 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:00:10.0",1,NULL,-32758,-489,-489,"-489"
11,"11",-488,"-488",-488,-488,-488,-117,"2000-01-12 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:00:11.0",0,"1",NULL,-488,-488,"-488"
12,"12",-487,"-487",-487,-487,-487,-116,"2000-01-13 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:00:12.0",1,"0",-32756,NULL,-487,"-487"
13,"13",-486,"-486",-486,-486,-486,-115,"2000-01-14 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:00:13.0",0,"1",-32755,-486,NULL,"-486"
14,"14",-485,"-485",-485,-485,-485,-114,"2000-01-15 00:00:00.0","1970-01-01 14:00:00.0","2000-01-01 00:00:14.0",1,"0",-32754,-485,-485,NULL
15,"15",-484,"-484",-484,-484,-484,-113,"2000-01-16 00:00:00.0","1970-01-01 15:00:00.0","2000-01-01 00:00:15.0",0,"1",-32753,-484,-484,"-484"
16,"16",NULL,"-483",-483,-483,-483,-112,"2000-01-17 00:00:00.0","1970-01-01 16:00:00.0","2000-01-01 00:00:16.0",1,"0",-32752,-483,-483,"-483"
17,"17",-482,NULL,-482,-482,-482,-111,"2000-01-18 00:00:00.0","1970-01-01 17:00:00.0","2000-01-01 00:00:17.0",0,"1",-32751,-482,-482,"-482"
18,"18",-481,"-481",NULL,-481,-481,-110,"2000-01-19 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:00:18.0",1,"0",-32750,-481,-481,"-481"
19,"19",-480,"-480",-480,NULL,-480,-109,"2000-01-20 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:00:19.0",0,"1",-32749,-480,-480,"-480"
20,"20",-479,"-479",-479,-479,NULL,-108,"2000-01-21 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:00:20.0",1,"0",-32748,-479,-479,"-479"
21,"21",-478,"-478",-478,-478,-478,NULL,"2000-01-22 00:00:00.0","1970-01-01 21:00:00.0","2000-01-01 00:00:21.0",0,"1",-32747,-478,-478,"-478"
22,"22",-477,"-477",-477,-477,-477,-106,NULL,"1970-01-01 22:00:00.0","2000-01-01 00:00:22.0",1,"0",-32746,-477,-477,"-477"
23,"23",-476,"-476",-476,-476,-476,-105,"2000-01-24 00:00:00.0",NULL,"2000-01-01 00:00:23.0",0,"1",-32745,-476,-476,"-476"
24,"24",-475,"-475",-475,-475,-475,-104,"2000-01-25 00:00:00.0","1970-01-01 00:00:00.0",NULL,1,"0",-32744,-475,-475,"-475"
25,"25",-474,"-474",-474,-474,-474,-103,"2000-01-26 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:00:25.0",0,"1",-32743,-474,-474,"-474"
26,"26",-473,"-473",-473,-473,-473,-102,"2000-01-27 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:00:26.0",1,NULL,-32742,-473,-473,"-473"
27,"27",-472,"-472",-472,-472,-472,-101,"2000-01-28 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:00:27.0",0,"1",NULL,-472,-472,"-472"
28,"28",-471,"-471",-471,-471,-471,-100,"2000-01-29 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:00:28.0",1,"0",-32740,NULL,-471,"-471"
29,"29",-470,"-470",-470,-470,-470,-99,"2000-01-30 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:00:29.0",0,"1",-32739,-470,NULL,"-470"
30,"30",-469,"-469",-469,-469,-469,-98,"2000-01-31 00:00:00.0","1970-01-01 06:00:00.0","2000-01-01 00:00:30.0",1,"0",-32738,-469,-469,NULL
31,"31",-468,"-468",-468,-468,-468,-97,"2000-02-01 00:00:00.0","1970-01-01 07:00:00.0","2000-01-01 00:00:31.0",0,"1",-32737,-468,-468,"-468"
32,"32",NULL,"-467",-467,-467,-467,-96,"2000-02-02 00:00:00.0","1970-01-01 08:00:00.0","2000-01-01 00:00:32.0",1,"0",-32736,-467,-467,"-467"
33,"33",-466,NULL,-466,-466,-466,-95,"2000-02-03 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:00:33.0",0,"1",-32735,-466,-466,"-466"
34,"34",-465,"-465",NULL,-465,-465,-94,"2000-02-04 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:00:34.0",1,"0",-32734,-465,-465,"-465"
35,"35",-464,"-464",-464,NULL,-464,-93,"2000-02-05 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:00:35.0",0,"1",-32733,-464,-464,"-464"
36,"36",-463,"-463",-463,-463,NULL,-92,"2000-02-06 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:00:36.0",1,"0",-32732,-463,-463,"-463"
37,"37",-462,"-462",-462,-462,-462,NULL,"2000-02-07 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:00:37.0",0,"1",-32731,-462,-462,"-462"
38,"38",-461,"-461",-461,-461,-461,-90,NULL,"1970-01-01 14:00:00.0","2000-01-01 00:00:38.0",1,"0",-32730,-461,-461,"-461"
39,"39",-460,"-460",-460,-460,-460,-89,"2000-02-09 00:00:00.0",NULL,"2000-01-01 00:00:39.0",0,"1",-32729,-460,-460,"-460"
40,"40",-459,"-459",-459,-459,-459,-88,"2000-02-10 00:00:00.0","1970-01-01 16:00:00.0",NULL,1,"0",-32728,-459,-459,"-459"
41,"41",-458,"-458",-458,-458,-458,-87,"2000-02-11 00:00:00.0","1970-01-01 17:00:00.0","2000-01-01 00:00:41.0",0,"1",-32727,-458,-458,"-458"
42,"42",-457,"-457",-457,-457,-457,-86,"2000-02-12 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:00:42.0",1,NULL,-32726,-457,-457,"-457"
43,"43",-456,"-456",-456,-456,-456,-85,"2000-02-13 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:00:43.0",0,"1",NULL,-456,-456,"-456"
44,"44",-455,"-455",-455,-455,-455,-84,"2000-02-14 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:00:44.0",1,"0",-32724,NULL,-455,"-455"
45,"45",-454,"-454",-454,-454,-454,-83,"2000-02-15 00:00:00.0","1970-01-01 21:00:00.0","2000-01-01 00:00:45.0",0,"1",-32723,-454,NULL,"-454"
46,"46",-453,"-453",-453,-453,-453,-82,"2000-02-16 00:00:00.0","1970-01-01 22:00:00.0","2000-01-01 00:00:46.0",1,"0",-32722,-453,-453,NULL
47,"47",-452,"-452",-452,-452,-452,-81,"2000-02-17 00:00:00.0","1970-01-01 23:00:00.0","2000-01-01 00:00:47.0",0,"1",-32721,-452,-452,"-452"
48,"48",NULL,"-451",-451,-451,-451,-80,"2000-02-18 00:00:00.0","1970-01-01 00:00:00.0","2000-01-01 00:00:48.0",1,"0",-32720,-451,-451,"-451"
49,"49",-450,NULL,-450,-450,-450,-79,"2000-02-19 00:00:00.0","1970-01-01 01:00:00.0","2000-01-01 00:00:49.0",0,"1",-32719,-450,-450,"-450"
50,"50",-449,"-449",NULL,-449,-449,-78,"2000-02-20 00:00:00.0","1970-01-01 02:00:00.0","2000-01-01 00:00:50.0",1,"0",-32718,-449,-449,"-449"
51,"51",-448,"-448",-448,NULL,-448,-77,"2000-02-21 00:00:00.0","1970-01-01 03:00:00.0","2000-01-01 00:00:51.0",0,"1",-32717,-448,-448,"-448"
52,"52",-447,"-447",-447,-447,NULL,-76,"2000-02-22 00:00:00.0","1970-01-01 04:00:00.0","2000-01-01 00:00:52.0",1,"0",-32716,-447,-447,"-447"
53,"53",-446,"-446",-446,-446,-446,NULL,"2000-02-23 00:00:00.0","1970-01-01 05:00:00.0","2000-01-01 00:00:53.0",0,"1",-32715,-446,-446,"-446"
54,"54",-445,"-445",-445,-445,-445,-74,NULL,"1970-01-01 06:00:00.0","2000-01-01 00:00:54.0",1,"0",-32714,-445,-445,"-445"
55,"55",-444,"-444",-444,-444,-444,-73,"2000-02-25 00:00:00.0",NULL,"2000-01-01 00:00:55.0",0,"1",-32713,-444,-444,"-444"
56,"56",-443,"-443",-443,-443,-443,-72,"2000-02-26 00:00:00.0","1970-01-01 08:00:00.0",NULL,1,"0",-32712,-443,-443,"-443"
57,"57",-442,"-442",-442,-442,-442,-71,"2000-02-27 00:00:00.0","1970-01-01 09:00:00.0","2000-01-01 00:00:57.0",0,"1",-32711,-442,-442,"-442"
58,"58",-441,"-441",-441,-441,-441,-70,"2000-02-28 00:00:00.0","1970-01-01 10:00:00.0","2000-01-01 00:00:58.0",1,NULL,-32710,-441,-441,"-441"
59,"59",-440,"-440",-440,-440,-440,-69,"2000-02-29 00:00:00.0","1970-01-01 11:00:00.0","2000-01-01 00:00:59.0",0,"1",NULL,-440,-440,"-440"
60,"60",-439,"-439",-439,-439,-439,-68,"2000-03-01 00:00:00.0","1970-01-01 12:00:00.0","2000-01-01 00:01:00.0",1,"0",-32708,NULL,-439,"-439"
61,"61",-438,"-438",-438,-438,-438,-67,"2000-03-02 00:00:00.0","1970-01-01 13:00:00.0","2000-01-01 00:01:01.0",0,"1",-32707,-438,NULL,"-438"
62,"62",-437,"-437",-437,-437,-437,-66,"2000-03-03 00:00:00.0","1970-01-01 14:00:00.0","2000-01-01 00:01:02.0",1,"0",-32706,-437,-437,NULL
63,"63",-436,"-436",-436,-436,-436,-65,"2000-03-04 00:00:00.0","1970-01-01 15:00:00.0","2000-01-01 00:01:03.0",0,"1",-32705,-436,-436,"-436"
64,"64",NULL,"-435",-435,-435,-435,-64,"2000-03-05 00:00:00.0","1970-01-01 16:00:00.0","2000-01-01 00:01:04.0",1,"0",-32704,-435,-435,"-435"
65,"65",-434,NULL,-434,-434,-434,-63,"2000-03-06 00:00:00.0","1970-01-01 17:00:00.0","2000-01-01 00:01:05.0",0,"1",-32703,-434,-434,"-434"
66,"66",-433,"-433",NULL,-433,-433,-62,"2000-03-07 00:00:00.0","1970-01-01 18:00:00.0","2000-01-01 00:01:06.0",1,"0",-32702,-433,-433,"-433"
67,"67",-432,"-432",-432,NULL,-432,-61,"2000-03-08 00:00:00.0","1970-01-01 19:00:00.0","2000-01-01 00:01:07.0",0,"1",-32701,-432,-432,"-432"
68,"68",-431,"-431",-431,-431,NULL,-60,"2000-03-09 00:00:00.0","1970-01-01 20:00:00.0","2000-01-01 00:01:08.0",1,"0",-32700,-431,-431,"-431"
69,"69",-430,"-430",-430,-430,-430,NULL,"2000-03-10 00:00:00.0","1970-01-01 21:00:00.0","2000-01-01 00:01:09.0",0,"1",-32699,-430,-430,"-430"
70,"70",-429,"-429",-429,-429,-429,-58,NULL,"1970-01-01 22:00:00.0","2000-01-01 00:01:10.0",1,"0",-32698,-429,-429,"-429"
71,"71",-428,"-428",-428,-428,-428,-57,"2000-03-12 00:00:00.0",NULL,"2000-01-01 00:01:11.0",0,"1",-32697,-428,-428,"-428"
